code,family,series,texture,structure,depth_upper,depth_lower,horizon,depth_gwater,location,site_ID,annual_rain,avetemp_jan,avetemp_jul,date,publication_ID,keyword,contact_person_ID,rating,rated_by
1340,,Hohes Feld Parabraunerde,silt loam,crumb and subangular,0.0,30.0,Ap,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"tillage, undisturbed",14.0,8.0,Teiwes
1341,,Hohes Feld Parabraunerde,silt loam,crumb and subangular,32.0,42.0,M1,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"tillage, undisturbed",14.0,8.0,Teiwes
1342,,Hohes Feld Parabraunerde,silt loam,crumb and subangular,42.0,52.0,M2,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"Tillage, undisturbed",14.0,8.0,Teiwes
1350,,Hohes Feld Parabraunerde,silt loam,"subangular, angular, and crumb",0.0,30.0,Ap,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"tillage, undisturbed",14.0,8.0,Teiwes
1351,,Hohes Feld Parabraunerde,silt loam,"subangular, angular, and crumb",32.0,42.0,M1,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"tillage, undisturbed",14.0,8.0,Teiwes
1352,,Hohes Feld Parabraunerde,silt loam,subangular,42.0,52.0,M2,,"Angerstein (Goettingen), Germany",Hohes Feld,63.0,0.5,17.3,1984,12.0,"Tillage, undisturbed",14.0,8.0,Teiwes
1360,Eutrochrept,Reinhausen Pelosol,silty clay,angular blocky,0.0,20.0,Ap,,"Reinhausen (Goettingen), Germany",,,,,8/20/1987,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1361,Eutrochrept,Reinhausen Pelosol,silty clay,crumb angular,0.0,20.0,Ah,,"Reinhausen (Goettingen), Germany",,,,,8/18/1987,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1362,Eutrochrept,Reinhausen Pelosol,silty clay loam,crumb angular,10.0,25.0,Ah,,"Reinhausen (Goettingen), Germany",,,,,8/18/1987,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1370,Gley-Pseudogley,Muenchehagen I,loam,crumb,0.0,14.0,Ah,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1371,Gley-Pseudogley,Muenchehagen I,silty clay loam,angular,14.0,35.0,Sw,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1372,Gley-Pseudogley,Muenchehagen I,silty clay loam,angular,35.0,70.0,GoSd,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1380,Pseudogley,Muenchehagen II,sandy loam,crumb,0.0,25.0,Ap,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1381,Pseudogley,Muenchehagen II,sandy loam,platy,25.0,35.0,Sw1,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1382,Pseudogley,Muenchehagen II,sandy clay loam,angular,35.0,60.0,Swd,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1383,Pseudogley,Muenchehagen II,silty clay,angular,60.0,100.0,Sd,,"Muenchehagen (Loccum), Germany",,,,,6/23/1987,13.0,"undisturbed, horizontal",12.0,9.0,Wendroth
1390,,Hanau Braunerde,sandy loam,granular,0.0,35.0,Ap,,"Hanau (Giessen), Germany",,,,,6/8/1989,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1391,,Hanau Braunerde,sandy loam,granular,0.0,35.0,Ah,,"Hanau (Giessen), Germany",,,,,6/8/1989,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1392,,Hanau Braunerde,sandy loam,granular,0.0,35.0,Ah,,"Hanau (Giessen), Germany",,,,,6/8/1989,13.0,"tillage, undisturbed",12.0,9.0,Wendroth
1400,Eutrochrept,Ziegelei Hoelle Pelosol,clay,angular,35.0,60.0,P,,"Ziegelei Hoelle (Goettingen), Germany",,,,,7/14/1987,13.0,undisturbed,12.0,9.0,Wendroth
1410,,Medium sand,sand,single grain,,,P,,,,,,,1986,14.0,disturbed,15.0,8.0,Jaynes
1420,"Fine-loamy, mixed, mesic Typic Haplaquoll",Webster,silty clay loam,,0.0,30.0,Ap,,"Iowa State Univ., IA, USA",Agronomy farm between Ames & Boone,,,,1967,15.0,disturbed,16.0,8.0,Fritton
1430,Inceptisol,Rostock 1,sandy loam,aggregated,60.0,70.0,C,250.0,"Rostock, Germany","Exp. Sta., Rostock Univ.",62.0,-0.7000000000000001,16.4,1983,16.0,undisturbed,17.0,6.0,Bohne
1440,Inceptisol,Rostock 2,sandy loam,aggregated,60.0,70.0,Bv,250.0,"Rostock, Germany","Exp. Sta., Rostock Univ.",62.0,0.0,16.4,1983,16.0,undisturbed,17.0,5.0,Bohne
1450,Aquept,Rostock 3,sandy loam,aggregated,60.0,70.0,Bg,70.0,"Rostock, Germany","Exp. Sta., Rostock Univ.",62.0,0.0,16.4,1983,16.0,undisturbed,17.0,4.0,Bohne
1460,,Berlin coarse sand 1,sand,single grain,,,,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1461,,Berlin coarse sand 2,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1462,,Berlin medium sand 3,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1463,,Berlin medium sand 4,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1464,,Berlin medium sand 5,sand,single grain,60.0,120.0,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1465,,Berlin fine sand 6,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1466,,Berlin fine sand 7,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1467,,Berlin loamy sand 8,sand,single grain,,,C/G,200.0,"Berlin, Germany",50 km North of Berlin,62.0,0.0,16.4,1984,17.0,disturbed,18.0,8.0,Bohne
1480,,Solec Peat,,friable peat,0.0,10.0,Um,80.0,"Solec, Warsaw District, Poland",,60.0,-3.0,19.0,1980,999.0,undisturbed,19.0,8.0,Brandyk
1481,,Solec Peat,,Peat,10.0,20.0,,80.0,"Solec, Warsaw District, Poland",,60.0,-3.0,19.0,1980,999.0,undisturbed,19.0,8.0,Brandyk
1482,,Solec Peat,,Peat,20.0,50.0,,80.0,"Solec, Warsaw District, Poland",,60.0,-3.0,19.0,1980,999.0,undisturbed,19.0,8.0,Brandyk
1490,"fine-silty Mixed, mesic Typic Hapludalf",Hottenrode Parabraunerde,silt loam,blocky,80.0,86.0,A1,,"Hottenrode (Goettingen), Germany",,,,,7/13/1987,13.0,undisturbed,12.0,9.0,Wendroth
2000,,Lausebrink Colluvium 1,silt loam,angular and platy,0.0,30.0,Ap,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2001,,Lausebrink Colluvium 1,silt loam,angular,32.0,42.0,M1,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2002,,Lausebrink Colluvium 1,silt loam,angular,42.0,52.0,M2,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2010,,Lausebrink Colluvium 2,silt loam,subangular and angular,0.0,30.0,Ap,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2011,,Lausebrink Colluvium 2,silt loam,subangular and angular,32.0,42.0,M1,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2012,,Lausebrink Colluvium 2,silt loam,subangular and angular,42.0,52.0,M2,,"Angerstein (Goettingen), Germany",Lausebrink,63.0,0.5,17.3,1984,19.0,"tillage, undisturbed",14.0,8.0,Teiwes
2020,medial over cindery isothermic Typic Dystrandepts,Tantalus,silty clay loam,subangular blocky,19.0,27.0,A,1524.0,"Manoa Valley, Island of Oahu, HI, USA","Lyon Arboretum, Lower plot",406.40000000000003,12.8,32.2,1973-74,20.0,undisturbed,20.0,8.0,Ahuja
2021,medial over cindery isothermic Typic Dystrandepts,Tantalus,silty clay loam,subangular blocky,42.0,80.0,B,1524.0,"Manoa Valley, Island of Oahu, HI, USA","Lyon Arboretum, Lower plot",406.40000000000003,12.8,32.2,1973-74,20.0,undisturbed,20.0,8.0,Ahuja
2022,medial over cindery isothermic Typic Dystrandepts,Tantalus,silty clay loam,subangular blocky,103.0,111.0,C,1524.0,"Manoa Valley, Island of Oahu, HI, USA","Lyon Arboretum, Lower plot",406.40000000000003,12.8,32.2,1973-74,20.0,undisturbed,20.0,8.0,Ahuja
2030,clayey kaol. isohyperthermic Tropeptic Haplustox,Lahaina,silty clay,cloddy,0.0,30.0,Ap,,"Oahu, HI, USA","L1-1, OP246, Mililani West",71.10000000000001,,,1977,21.0,undisturbed,20.0,,
2031,clayey kaol. isohyperthermic Tropeptic Haplustox,Lahaina,silty clay,subangular blocky,30.0,45.0,B21,,"Oahu, HI, USA","L1-1, OP246, Mililani West",71.10000000000001,,,1977,21.0,undisturbed,20.0,,
2032,clayey kaol. isohyperthermic Tropeptic Haplustox,Lahaina,silty clay,subangular blocky,45.0,107.0,B22,,"Oahu, HI, USA","L1-1, OP246, Mililani West",71.10000000000001,,,1977,21.0,undisturbed,20.0,,
2040,clayey kaol. isohyperthermic Tropeptic Haplustox,Lahaina,silty clay,fine granular,0.0,41.0,Ap,,"Oahu, HI, USA","L2-1, Oahu Sugar Field 221, Kunia East",71.10000000000001,,,1977,21.0,undisturbed,20.0,,
2041,clayey kaol. isohyperthermic Tropeptic Haplustox,Lahaina,silty clay,fine subangular blocky,41.0,92.0,B2,,"Oahu, HI, USA","L2-1, Oahu Sugar Field 221, Kunia East",71.10000000000001,,,1977,21.0,undisturbed,20.0,,
2050,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,subangular blocky,0.0,48.0,Ap,,"Oahu, HI, USA","L3-1, Oahu Sugar Field 146 (north)",68.60000000000001,,,1977,21.0,undisturbed,20.0,,
2051,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,weak subangular blocky,48.0,89.0,B2,,"Oahu, HI, USA","L3-1, Oahu Sugar Field 146 (north)",68.60000000000001,,,1977,21.0,undisturbed,20.0,,
2060,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,fine granular,0.0,38.0,Ap,,"Oahu, HI, USA","M1-1, Oahu Sugar Field 146 (north)",63.5,,,1977,21.0,undisturbed,20.0,,
2061,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,subangular blocky,38.0,81.0,B2,,"Oahu, HI, USA","M1-1, Oahu Sugar Field 146 (north)",63.5,,,1977,21.0,undisturbed,20.0,,
2070,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,fine granular,0.0,36.0,Ap,,"Oahu, HI, USA","M3-1, Oahu Sugar Field 410 (183m SW reservoir)",63.5,,,1977,21.0,undisturbed,20.0,,
2071,clayey kaolinitic isohyperthermic Typic Torrox,Molokai,silty clay loam,fine granular,36.0,56.0,B21,,"Oahu, HI, USA","M3-1, Oahu Sugar Field 410 (183m SW reservoir)",63.5,,,1977,21.0,undisturbed,20.0,,
2080,clayey kaol. isohyperthermic Tropeptic Eutrustox,Wahiawa,silty clay,very fine granular,0.0,30.0,Ap,,"Oahu, HI, USA","W1-1, UH Poamoho Exp. Farm II",101.60000000000001,12.8,32.2,1977,21.0,undisturbed,20.0,,
2081,clayey kaol. isohyperthermic Tropeptic Eutrustox,Wahiawa,silty clay,fine subangular blocky,30.0,96.0,B21,,"Oahu, HI, USA","W1-1, UH Poamoho Exp. Farm II",101.60000000000001,12.8,32.2,1977,21.0,undisturbed,20.0,,
2090,clayey kaol. isohyperthermic Tropeptic Eutrustox,Wahiawa,silty clay,very fine granular,0.0,43.0,A1,,"Kunia, Oahu, HI, USA","W3-1, Oahu Sugar Field 157, Plot 1",76.2,,,1976,21.0,undisturbed,20.0,,
2091,clayey kaol. isohyperthermic Tropeptic Eutrustox,Wahiawa,silty clay,medium subangular blocky,43.0,69.0,B21,,"Kunia, Oahu, HI, USA","W3-1, Oahu Sugar Field 157, Plot 1",76.2,,,1976,21.0,undisturbed,20.0,,
2092,clayey kaol. isohyperthermic Tropeptic Eutrustox,Wahiawa,silty clay,fine subangular blocky,69.0,140.0,B23,,"Kunia, Oahu, HI, USA","W3-1, Oahu Sugar Field 157, Plot 1",76.2,,,1976,21.0,undisturbed,20.0,,
2100,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,sand,coarse,0.0,30.0,A,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2101,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,loamy sand,coarse,30.0,51.0,Bt1,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2102,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,loamy sand,coarse,51.0,71.0,Bt2,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2103,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,loamy sand,coarse,71.0,99.0,Bt3,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2104,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,loamy sand,coarse,99.0,155.0,Bt4,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2105,siliceous isohyperthermic Psammentic Paleustalf,Laboucheri,loamy sand,coarse,155.0,280.0,Bt5,,"ICRISAT, Sadore, Niger","ICRISAT Sahelian Center, pearl millet field",58.0,,,1987-88,22.0,undisturbed,21.0,,
2110,clayey kaolinitic thermic Typic Fragiudult,Gilead,loamy sand,very weak granular,0.0,23.0,Ap,,"Lillington, NC, USA",LIL-79-4,,,,Aug-79,999.0,undisturbed,4.0,5.0,Cassel
2111,clayey kaolinitic thermic Typic Fragiudult,Gilead,sandy loam,very weak granular,23.0,36.0,E,,"Lillington, NC, USA",LIL-79-4,,,,Aug-79,999.0,undisturbed,4.0,7.0,Cassel
2120,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,0.0,15.0,Ap,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2121,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,15.0,28.0,E1,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2122,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,28.0,45.0,E2,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2123,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,45.0,61.0,E3,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2124,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,61.0,97.0,E4,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2125,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,97.0,132.0,E5,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2126,"loamy, siliceous, thermic Grossarenic Paleudult",Blanton,sand,single grain,132.0,152.0,E6,,"Jackson Springs, NC, USA",JS-77-B1,,,,Oct-77,999.0,undisturbed,4.0,6.0,Cassel
2130,"fine-loamy, siliceous, thermic Typic Paleaquult",Rains,sandy loam,weak fine granular,0.0,23.0,Ap,,"Kinston, NC, USA","Lower Coastal Plain Tobacco Res. Sta., K-76-R",129.03,6.7,26.1,7/8/1976,999.0,undisturbed,4.0,5.0,Cassel
2131,"fine-loamy, siliceous, thermic Typic Paleaquult",Rains,sandy loam,weak fine granular,23.0,36.0,BA,,"Kinston, NC, USA","Lower Coastal Plain Tobacco Res. Sta., K-76-R",129.03,6.7,26.1,7/8/1976,999.0,undisturbed,4.0,5.0,Cassel
2132,"fine-loamy, siliceous, thermic Typic Paleaquult",Rains,sandy loam,weak fine granular,36.0,56.0,Btg1,,"Kinston, NC, USA","Lower Coastal Plain Tobacco Res. Sta., K-76-R",129.03,6.7,26.1,7/8/1976,999.0,undisturbed,4.0,5.0,Cassel
2140,sandy mixed mesic Dystric Fluventic Eutrochrept,Manawatu,silt loam,medium nutty structure,0.0,50.0,A,,"Massey Univ., Palmerston North, New Zealand","Dairy Farm #1, Microclimate (175 35""E, 41 35""S)",91.7,16.9,8.3,1981&88,23.0,"disturbed, undisturbed",22.0,7.0,Clothier
2141,Sandy mixed mesic Dystric Fluventic Eutrochrept,Manawatu,sand,weak blocky structure,50.0,100.0,C,,"Massey Univ., Palmerston North, New Zealand","Dairy Farm #1, Microclimate (175 35""E, 41 35""S)",91.7,16.9,8.3,1981,24.0,disturbed,22.0,7.0,Clothier
2150,coarse-loamy mixed mesic Fluventic Udic Ustochrept,Twyford,sandy loam,weak blocky structure,0.0,20.0,A,,"Havelock North, New Zealand","Red apple orchard, ""Gala"" apple block (176 50""E, 39 40""S)",80.9,17.8,7.2,Mar-88,23.0,undisturbed,22.0,7.0,Clothier
2151,coarse-loamy mixed mesic Fluventic Udic Ustochrept,Twyford,sandy loam,weak blocky structure,30.0,60.0,C,,"Havelock North, New Zealand","Red apple orchard, ""Gala"" apple block (176 50""E, 39 40""S)",80.9,17.8,7.2,Mar-88,23.0,undisturbed,22.0,7.0,Clothier
2160,,Ami,silt loam,subangular blocky,23.0,27.0,Ap,,"Ami, Inasiki, Ibaraki, Japan",Ibaraki University Field,146.0,4.7,21.5,Dec-89,999.0,undisturbed,23.0,4.0,Iwata
2161,,Ami,silt loam,subangular blocky,33.0,37.0,BW,,"Ami, Inasiki, Ibaraki, Japan",Ibaraki University Field,146.0,4.7,21.5,Dec-89,999.0,undisturbed,23.0,4.0,Iwata
2170,Hapludult,Iwatagahara,silt loam,weak granular,20.0,30.0,A,500.0,"Iwatagahara, Shizuoka, Japan",,236.1,6.0,25.2,,25.0,undisturbed,24.0,4.0,Iwata
2171,Hapludult,Iwatagahara,clay loam,massive,50.0,70.0,B,500.0,"Iwatagahara, Shizuoka, Japan",,236.1,6.0,25.2,,25.0,undisturbed,24.0,4.0,Iwata
2180,Dystrandepts,Hokota,silty clay,granular,20.0,30.0,A,500.0,"Hokota, Ibaraki, Japan",,134.1,2.5,23.3,,25.0,undisturbed,24.0,4.0,Iwata
2181,Dystrandepts,Hokota,clay,weak massive,50.0,70.0,B,500.0,"Hokota, Ibaraki, Japan",,134.1,2.5,23.3,,25.0,undisturbed,24.0,4.0,Iwata
2190,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2191,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2192,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2193,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2194,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2195,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2196,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2197,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2198,,Virginia Sand,sand,structureless,,,,,"SW Virginia, USA",,,,,,26.0,"multiphase retention, disturbed",25.0,6.0,
2200,,Virginia Mixed Sand,sand,structureless,,,,,,,,,,,27.0,"multiphase retention, disturbed",25.0,9.0,Lenhard
2201,,Virginia Mixed Sand,sand,structureless,,,,,,,,,,,27.0,"multiphase retention, disturbed",25.0,9.0,Lenhard
2202,,Virginia Mixed Sand,sand,structureless,,,,,,,,,,,27.0,"multiphase retention, disturbed",25.0,9.0,Lenhard
2203,,Virginia Mixed Sand,sand,structureless,,,,,,,,,,,27.0,"multiphase retention, disturbed",25.0,9.0,Lenhard
2210,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F2aC2,,,,1979,28.0,disturbed,26.0,8.0,Nimmo
2211,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D1F2aC2,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2212,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D1F2bC2,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2213,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F1aC2,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2214,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F2aC1,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2215,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F2bC1,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2216,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F1aC1,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2217,"Mixed, thermic, Typic Xeropsamment",Delhi,sand,granular,0.0,100.0,A,,"Contra Costa County, CA, USA",D2F1aC1,,,,1979,29.0,disturbed,26.0,8.0,Nimmo
2220,"Fluvaquents, Entisols","Poudre, Riverwash",sand,structureless,,,,,"Fort Collins, Co, USA",Sample D335,36.6,0.0,16.7,Feb-90,999.0,disturbed,27.0,6.0,Lorentz
2221,"Fluvaquents, Entisols","Poudre, Riverwash",sand,structureless,,,,,"Fort Collins, CO, USA",Sample D305,36.6,0.0,16.7,Feb-90,999.0,disturbed,27.0,6.0,Lorentz
2230,,Touchet,silt loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2231,,Touchet,silt loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2232,,Touchet,silt loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2240,,Columbia,sandy loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2241,,Columbia,sandy loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2242,,Columbia,sandy loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2243,,Columbia,sandy loam,granular,,,,,"Hanford, WA, USA","Columbia River basin, Hanford Lab (PNL)",,,,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2250,,FC Unconsolidated sand,sand,structureless,,,,,,,,,,1965-66,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2251,,FC Unconsolidated sand,sand,structureless,,,,,,,,,,1965-66,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2252,,FC Unconsolidated sand,sand,structureless,,,,,,,,,,1965-66,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2253,,FC Unconsolidated sand,sand,structureless,,,,,,,,,,1965-66,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2260,,FC semi-consolid. sandy loam,sandy loam,structureless,,,,,,,,,,1964-65,31.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2261,,FC semi-consolid. sandy loam,sandy loam,structureless,,,,,,,,,,1964-65,31.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2262,,FC semi-consolid. sandy loam,sandy loam,structureless,,,,,,,,,,1964-65,31.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2270,"fine-loamy, mixed, mesic, Ustollic Haplargids",FC clay loam,clay loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2271,"fine-loamy, mixed, mesic, Ustollic Haplargids",FC clay loam,clay loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2272,"fine-loamy, mixed, mesic, Ustollic Haplargids",FC clay loam,clay loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2273,"fine-loamy, mixed, mesic, Ustollic Haplargids",FC clay loam,clay loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
2280,"fine, montmorillonitic, mesic, Aridic Paleustoll",Weld,sandy loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", vertical, undisturbed",27.0,7.0,Lorentz
2281,"fine, montmorillonitic, mesic, Aridic Paleustoll",Weld,sandy loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", horizontal, undisturbed",27.0,7.0,Lorentz
2282,"fine, montmorillonitic, mesic, Aridic Paleustoll",Weld,sandy loam,blocky,,,,,"Fort Collins, CO, USA",,36.6,2.3000000000000003,16.4,1964-65,30.0,"Soltrol ""C"", disturbed",27.0,7.0,Lorentz
